,year,month,day,hour,barometricPressure,radiation
0,2016,09,01,00,30.430000000000003,2.28875
1,2016,09,01,01,30.417500000000004,2.9433333333333334
2,2016,09,01,02,30.404166666666672,2.733333333333333
3,2016,09,01,03,30.4,2.3445454545454547
4,2016,09,01,04,30.407499999999995,2.6075000000000004
5,2016,09,01,05,30.412,1.7690000000000001
6,2016,09,01,06,30.414000000000005,23.375000000000007
7,2016,09,01,07,30.430000000000007,120.56777777777776
8,2016,09,01,08,30.449999999999996,464.3775
9,2016,09,01,09,30.461000000000002,750.097
10,2016,09,01,10,30.470000000000006,944.6110000000001
11,2016,09,01,11,30.462222222222223,1006.49
12,2016,09,01,12,30.454285714285714,1070.0485714285714
13,2016,09,01,13,30.439999999999998,1024.2536363636364
14,2016,09,01,14,30.423636363636373,903.5045454545453
15,2016,09,01,15,30.413999999999998,736.981
16,2016,09,01,16,30.42250000000001,492.1525000000001
17,2016,09,01,17,30.434000000000005,119.15599999999999
18,2016,09,01,18,30.440000000000005,11.46111111111111
19,2016,09,01,19,30.449999999999992,2.602727272727273
20,2016,09,01,20,30.459166666666665,2.5008333333333335
21,2016,09,01,21,30.464999999999993,2.620833333333333
22,2016,09,01,22,30.468333333333334,2.335833333333333
23,2016,09,01,23,30.459999999999997,2.348333333333333
24,2016,09,02,00,30.452857142857145,2.2199999999999998
25,2016,09,02,01,30.441666666666663,2.704166666666667
26,2016,09,02,02,30.422727272727283,2.713636363636363
27,2016,09,02,03,30.420000000000012,2.316666666666666
28,2016,09,02,04,30.42583333333334,2.3766666666666665
29,2016,09,02,05,30.427500000000006,2.2558333333333334
30,2016,09,02,06,30.438333333333336,23.470833333333335
31,2016,09,02,07,30.450833333333332,298.76666666666665
32,2016,09,02,08,30.46090909090909,545.4236363636363
33,2016,09,02,09,30.47000000000001,763.2624999999999
34,2016,09,02,10,30.47000000000001,924.1033333333334
35,2016,09,02,11,30.46083333333333,1026.2299999999998
36,2016,09,02,12,30.451666666666657,1057.3208333333334
37,2016,09,02,13,30.444999999999997,1015.3733333333333
38,2016,09,02,14,30.441000000000003,920.0740000000002
39,2016,09,02,15,30.435833333333335,624.1791666666667
40,2016,09,02,16,30.4325,444.01250000000005
41,2016,09,02,17,30.44,246.95083333333332
42,2016,09,02,18,30.446666666666662,36.93333333333334
43,2016,09,02,19,30.449999999999992,2.7783333333333338
44,2016,09,02,20,30.459166666666665,2.6408333333333336
45,2016,09,02,21,30.461666666666662,2.000833333333333
46,2016,09,02,22,30.459999999999997,2.3275
47,2016,09,02,23,30.451666666666657,2.7191666666666663
48,2016,09,03,00,30.438888888888886,1.8600000000000003
49,2016,09,03,01,30.42250000000001,3.049166666666667
50,2016,09,03,02,30.411666666666672,2.36
51,2016,09,03,03,30.408333333333342,3.2016666666666667
52,2016,09,03,04,30.403333333333332,2.799166666666667
53,2016,09,03,05,30.412500000000005,2.1083333333333334
54,2016,09,03,06,30.420000000000012,23.671666666666667
55,2016,09,03,07,30.432500000000005,295.14666666666665
56,2016,09,03,08,30.44583333333333,509.7433333333333
57,2016,09,03,09,30.456363636363633,652.4454545454546
58,2016,09,03,10,30.459999999999997,595.6775000000001
59,2016,09,03,11,30.457499999999996,215.98666666666668
60,2016,09,03,12,30.448333333333327,117.24
61,2016,09,03,13,30.433333333333337,148.40916666666666
62,2016,09,03,14,30.42916666666667,95.72250000000001
63,2016,09,03,15,30.41583333333334,144.62666666666667
64,2016,09,03,16,30.41333333333334,88.77749999999999
65,2016,09,03,17,30.423333333333343,45.9175
66,2016,09,03,18,30.434545454545457,7.7236363636363645
67,2016,09,03,19,30.455,2.6758333333333333
68,2016,09,03,20,30.473333333333333,2.4158333333333335
69,2016,09,03,21,30.480000000000004,2.060833333333333
70,2016,09,03,22,30.480909090909094,2.5327272727272727
71,2016,09,03,23,30.47333333333334,2.9408333333333334
72,2016,09,04,00,30.465,3.1275
73,2016,09,04,01,30.454999999999995,3.5583333333333336
74,2016,09,04,02,30.447499999999994,2.435
75,2016,09,04,03,30.44,2.6025
76,2016,09,04,04,30.44333333333333,2.6149999999999998
77,2016,09,04,05,30.440833333333334,3.125833333333333
78,2016,09,04,06,30.446666666666662,23.374166666666664
79,2016,09,04,07,30.4575,287.2741666666667
80,2016,09,04,08,30.470833333333335,446.53916666666663
81,2016,09,04,09,30.480000000000004,288.9483333333334
82,2016,09,04,10,30.48166666666667,456.87000000000006
83,2016,09,04,11,30.474444444444444,705.9955555555555
84,2016,09,04,12,30.468333333333334,748.0583333333334
85,2016,09,04,13,30.457499999999996,340.8125
86,2016,09,04,14,30.440833333333334,277.1791666666667
87,2016,09,04,15,30.433636363636364,61.65090909090909
88,2016,09,04,16,30.438333333333336,49.472500000000004
89,2016,09,04,17,30.44,39.53333333333334
90,2016,09,04,18,30.438333333333336,10.405833333333334
91,2016,09,04,19,30.448333333333327,2.6541666666666663
92,2016,09,04,20,30.461666666666662,2.2933333333333334
93,2016,09,04,21,30.468333333333334,2.681666666666667
94,2016,09,04,22,30.459999999999997,2.459166666666667
95,2016,09,04,23,30.447499999999994,2.646666666666667
96,2016,09,05,00,30.44,2.5371428571428574
97,2016,09,05,01,30.430000000000003,2.2216666666666667
98,2016,09,05,02,30.415833333333342,2.0666666666666664
99,2016,09,05,03,30.407500000000002,2.0291666666666663
100,2016,09,05,04,30.399999999999995,2.049166666666667
101,2016,09,05,05,30.40166666666666,2.01
102,2016,09,05,06,30.41333333333334,17.284166666666668
103,2016,09,05,07,30.42250000000001,298.90833333333336
104,2016,09,05,08,30.43083333333334,556.2241666666667
105,2016,09,05,09,30.444999999999997,772.9049999999999
106,2016,09,05,10,30.449999999999992,939.3554545454546
107,2016,09,05,11,30.444166666666664,1039.5858333333333
108,2016,09,05,12,30.432727272727277,1070.0136363636366
109,2016,09,05,13,30.419166666666673,923.0091666666666
110,2016,09,05,14,30.409166666666675,723.3408333333333
111,2016,09,05,15,30.40166666666667,574.7733333333333
112,2016,09,05,16,30.399999999999995,239.4775
113,2016,09,05,17,30.39916666666666,146.5925
114,2016,09,05,18,30.404166666666665,9.1275
115,2016,09,05,19,30.410000000000007,2.470833333333333
116,2016,09,05,20,30.417500000000015,2.089166666666667
117,2016,09,05,21,30.430000000000003,2.845
118,2016,09,05,22,30.430000000000003,2.3174999999999994
119,2016,09,05,23,30.430000000000003,2.295833333333333
120,2016,09,06,00,30.4125,2.9912499999999995
121,2016,09,06,01,30.394999999999996,2.7533333333333334
122,2016,09,06,02,30.38999999999999,3.3391666666666673
123,2016,09,06,03,30.38,2.8333333333333335
124,2016,09,06,04,30.38,2.4558333333333335
125,2016,09,06,05,30.38083333333333,2.8091666666666666
126,2016,09,06,06,30.392499999999995,20.44333333333333
127,2016,09,06,07,30.403333333333325,302.0658333333333
128,2016,09,06,08,30.414166666666674,565.42
129,2016,09,06,09,30.420000000000012,775.0825
130,2016,09,06,10,30.420833333333345,942.0366666666669
131,2016,09,06,11,30.420000000000012,1044.4599999999998
132,2016,09,06,12,30.417500000000008,1000.2741666666669
133,2016,09,06,13,30.405833333333337,981.8991666666666
134,2016,09,06,14,30.39583333333333,706.6041666666666
135,2016,09,06,15,30.38999999999999,427.6966666666667
136,2016,09,06,16,30.39083333333333,298.8666666666667
137,2016,09,06,17,30.391666666666662,216.49999999999997
138,2016,09,06,18,30.399999999999995,17.515
139,2016,09,06,19,30.406666666666663,2.1441666666666666
140,2016,09,06,20,30.416666666666675,1.9833333333333334
141,2016,09,06,21,30.423333333333343,2.3991666666666664
142,2016,09,06,22,30.424166666666675,2.4366666666666665
143,2016,09,06,23,30.418181818181825,2.1854545454545455
144,2016,09,07,00,30.407142857142855,2.128571428571429
145,2016,09,07,01,30.400833333333335,2.976666666666667
146,2016,09,07,02,30.399999999999995,2.5025
147,2016,09,07,03,30.399999999999995,2.918333333333333
148,2016,09,07,04,30.39583333333333,2.4275
149,2016,09,07,05,30.404166666666665,2.1983333333333333
150,2016,09,07,06,30.41500000000001,14.110000000000001
151,2016,09,07,07,30.431666666666672,252.62583333333336
152,2016,09,07,08,30.441666666666666,328.5433333333333
153,2016,09,07,09,30.449999999999992,574.1216666666666
154,2016,09,07,10,30.444444444444443,820.072222222222
155,2016,09,07,11,30.44,1075.35
156,2016,09,07,12,30.43,1069.2
157,2016,09,07,13,30.429999999999996,1022.44
158,2016,09,07,14,30.41,864.37
159,2016,09,07,15,30.41,685.015
160,2016,09,07,16,30.405,503.755
161,2016,09,07,17,30.41,100.84
162,2016,09,07,18,30.41375,16.0325
163,2016,09,07,19,30.424166666666675,2.4183333333333334
164,2016,09,07,20,30.43818181818182,2.639090909090909
165,2016,09,07,21,30.447499999999994,2.5541666666666663
166,2016,09,07,22,30.448333333333327,3.2308333333333334
167,2016,09,07,23,30.44,2.847272727272727
168,2016,09,08,00,30.428333333333338,2.6533333333333333
169,2016,09,08,01,30.417500000000008,2.435833333333333
170,2016,09,08,02,30.40333333333334,2.658333333333333
171,2016,09,08,03,30.4,2.256363636363636
172,2016,09,08,04,30.396666666666665,2.515
173,2016,09,08,05,30.40181818181818,2.2518181818181815
174,2016,09,08,06,30.41333333333333,14.593333333333334
175,2016,09,08,10,30.44,970.12
176,2016,09,08,11,30.44,490.29
177,2016,09,08,14,30.4,493.635
178,2016,09,08,15,30.39,381.07
179,2016,09,08,18,30.393,5.856
180,2016,09,08,19,30.399166666666662,1.9258333333333333
181,2016,09,08,20,30.40583333333333,1.5608333333333333
182,2016,09,08,21,30.418181818181832,1.5463636363636366
183,2016,09,08,22,30.41833333333334,1.535
184,2016,09,08,23,30.41083333333334,1.5616666666666668
185,2016,09,09,00,30.3975,2.0575
186,2016,09,09,01,30.384999999999994,1.8966666666666665
187,2016,09,09,02,30.3725,2.0199999999999996
188,2016,09,09,03,30.36333333333334,1.6666666666666667
189,2016,09,09,04,30.360833333333343,1.7325000000000002
190,2016,09,09,05,30.36555555555556,1.7933333333333334
191,2016,09,09,06,30.38,8.483333333333333
192,2016,09,09,07,30.4,211.96
193,2016,09,09,11,30.4,956.3199999999999
194,2016,09,09,18,30.356666666666666,1.6333333333333335
195,2016,09,09,19,30.364000000000004,1.7760000000000002
196,2016,09,09,20,30.374000000000002,1.6199999999999999
197,2016,09,09,21,30.38,1.5033333333333332
198,2016,09,09,22,30.38,1.486363636363636
199,2016,09,09,23,30.380000000000003,1.842
200,2016,09,10,00,30.37285714285714,1.5628571428571427
201,2016,09,10,01,30.356363636363643,1.5954545454545455
202,2016,09,10,02,30.346666666666675,2.1075000000000004
203,2016,09,10,03,30.339999999999996,3.0009090909090905
204,2016,09,10,04,30.339999999999993,3.089166666666666
205,2016,09,10,05,30.34444444444444,2.7511111111111113
206,2016,09,10,06,30.35,6.5
207,2016,09,10,13,30.36916666666667,775.4699999999999
208,2016,09,10,14,30.360833333333343,357.6658333333333
209,2016,09,10,15,30.35916666666667,249.6216666666667
210,2016,09,10,16,30.362500000000008,150.9575
211,2016,09,10,17,30.373636363636365,77.58090909090907
212,2016,09,10,18,30.389999999999997,10.368333333333334
213,2016,09,10,19,30.40916666666666,2.0933333333333333
214,2016,09,10,20,30.426666666666677,2.710833333333334
215,2016,09,10,21,30.44,2.7575000000000003
216,2016,09,10,22,30.44,1.8549999999999998
217,2016,09,10,23,30.4375,1.6966666666666665
218,2016,09,11,00,30.431111111111118,2.1733333333333333
219,2016,09,11,01,30.425000000000008,2.605833333333333
220,2016,09,11,02,30.41833333333334,3.195833333333333
221,2016,09,11,03,30.420000000000012,2.2575
222,2016,09,11,04,30.425000000000008,2.165833333333333
223,2016,09,11,05,30.438333333333333,2.0258333333333334
224,2016,09,11,06,30.455,17.80333333333333
225,2016,09,11,07,30.470833333333335,314.6525000000001
226,2016,09,11,08,30.485000000000003,551.7116666666667
227,2016,09,11,09,30.5,779.8666666666667
228,2016,09,11,10,30.5,901.5283333333332
229,2016,09,11,11,30.495454545454546,495.33090909090913
230,2016,09,11,12,30.478333333333335,420.1208333333334
231,2016,09,11,13,30.46666666666667,170.7591666666667
232,2016,09,11,14,30.457499999999996,146.0258333333333
233,2016,09,11,15,30.450833333333325,241.70083333333335
234,2016,09,11,16,30.45833333333333,105.705
235,2016,09,11,17,30.459999999999997,68.31750000000001
236,2016,09,11,18,30.474166666666665,9.709999999999999
237,2016,09,11,19,30.486666666666668,2.1141666666666667
238,2016,09,11,20,30.5,1.9941666666666666
239,2016,09,11,21,30.509999999999994,2.48
240,2016,09,11,22,30.509999999999994,2.4258333333333337
241,2016,09,11,23,30.505833333333328,2.294166666666667
242,2016,09,12,00,30.494444444444444,2.201111111111111
243,2016,09,12,01,30.483333333333334,1.9783333333333333
244,2016,09,12,02,30.47000000000001,1.9858333333333331
245,2016,09,12,03,30.4675,1.9641666666666666
246,2016,09,12,04,30.46916666666667,2.0850000000000004
247,2016,09,12,05,30.475833333333338,1.8983333333333334
248,2016,09,12,06,30.480833333333337,18.629166666666666
